carrier_number,shipment_number,shipment_date,delivery_date,delivery_reliability,feedback_reliability,non_conformance_count,transport_mode,cost_usd,region,origin_country,origin_postal_code,destination_country,destination_postal_code,distance_km,lead_time_days,co2_emission_kg,shipment_weight_kg,first_carrier_name,carrier_number_name,year_month,price_per_distance,origin_postal_code_2_digit,destination_postal_code_2_digit,lane,country_lane
CR-850-C,SHP574636,2024-11-09,2024-11-12,1,0,0,Road,564.18,North America,CA,23020,CA,39219,686.6,3,99.13,802.13,XPO Logistics,CR-850-C-XPO Logistics,2024-11,1.2169874862632495,23,39,CA23-->CA39,CA-->CA
CR-106-A,SHP339356,2023-11-20,2023-12-02,0,0,0,Rail,11596.39,Africa,EG,239337,ZA,520797,10261.6,12,5507.27,17889.57,XPO Logistics,CR-106-A-XPO Logistics,2023-12,0.8848960754165737,23,52,EG23-->ZA52,EG-->ZA
CR-964-B,SHP339618,2023-12-27,2023-12-30,1,1,0,Sea,2021.93,Africa,NG,653587,NG,447511,473.36,3,516.78,72780.76,Nippon,CR-964-B-Nippon,2023-12,0.23411295148694564,65,44,NG65-->NG44,NG-->NG
707921,SHP302899,2024-02-04,2024-02-06,1,1,0,Sea,693.99,North America,MX,55721,MX,73950,206.19,2,144.4,46689.65,YRC Worldwide,707921-YRC Worldwide,2024-02,0.29710802749319154,55,73,MX55-->MX73,MX-->MX
CR-974-B,SHP412988,2025-09-17,2025-09-26,1,0,0,Road,8688.35,Middle East,AE,485082,TR,7058,10933.69,9,2960.48,1504.26,TNT,CR-974-B-TNT,2025-09,1.2584311175309466,48,70,AE48-->TR70,AE-->TR
CR-998-C,SHP223224,2024-04-15,2024-04-16,0,1,0,Air,1561.01,Latin America,PE,506666,PE,692423,186.41,1,370.8,3315.26,YRC Worldwide,CR-998-C-YRC Worldwide,2024-04,0.11941627536018347,50,69,PE50-->PE69,PE-->PE
CR-214-B,SHP175855,2024-10-03,2024-10-06,0,1,0,Rail,931.34,Latin America,BR,27508,BR,40614,724.55,3,456.06,20981.39,ZIM,CR-214-B-ZIM,2024-10,0.7779650825692013,27,40,BR27-->BR40,BR-->BR
CR-972-C,SHP454276,2023-05-06,2023-05-07,1,1,1,Road,5506.31,Asia,CN,712307,CN,333049,607.9,1,2467.32,22548.6,YRC Worldwide,CR-972-C-YRC Worldwide,2023-05,0.11040061311477195,71,33,CN71-->CN33,CN-->CN
CR-893-A,SHP627787,2023-12-20,2023-12-21,1,0,0,Road,10076.85,Asia,SG,474048,KR,474873,1340.43,1,5111.08,21183.39,TNT,CR-893-A-TNT,2023-12,0.13302073564655623,47,47,SG47-->KR47,SG-->KR
CR-393-B,SHP682466,2023-04-24,2023-04-30,0,1,0,Road,2578.48,Europe,IT,5234,IL,918189,7181.94,6,621.65,480.88,ZIM,CR-393-B-ZIM,2023-04,2.785338649126617,52,91,IT52-->IL91,IT-->IL
CR-605-B,SHP742184,2025-05-28,2025-06-03,0,1,1,Sea,6170.07,Asia,CN,749704,CO,287455,4467.34,6,1968.49,29376.08,YRC Worldwide,CR-605-B-YRC Worldwide,2025-06,0.7240339250608179,74,28,CN74-->CO28,CN-->CO
CR-817-B,SHP258954,2025-04-20,2025-04-24,1,1,0,Road,4218.44,Africa,ZA,367975,MX,13536,4196.21,4,1506.18,1994.11,SF Express,CR-817-B-SF Express,2025-04,0.994730279439793,36,13,ZA36-->MX13,ZA-->MX
CR-960-A,SHP541108,2023-04-11,2023-04-18,1,0,0,Rail,24139.05,Africa,KE,470531,CN,172134,7160.23,7,7234.77,33680.35,TNT,CR-960-A-TNT,2023-04,0.29662434934266263,47,17,KE47-->CN17,KE-->CN
CR-127-C,SHP649405,2025-02-22,2025-03-01,1,0,0,Road,6720.81,North America,CA,80062,ZA,534867,7848.85,7,2801.19,1982.73,Nippon Express,CR-127-C-Nippon Express,2025-03,1.1678428641785736,80,53,CA80-->ZA53,CA-->ZA
997588,SHP833570,2025-10-23,2025-10-25,0,0,0,Rail,182.99,Africa,EG,861943,EG,259619,61.62,2,56.74,30692.6,ZIM,997588-ZIM,2025-10,0.3367397125525985,86,25,EG86-->EG25,EG-->EG
CR-639-B,SHP630900,2023-11-14,2023-11-18,0,0,3,Sea,6411.37,Asia,IN,246667,CN,565539,1926.94,4,2249.99,77843.23,SF Express,CR-639-B-SF Express,2023-11,0.3005504283795819,24,56,IN24-->CN56,IN-->CN
523291,SHP851833,2024-12-14,2024-12-17,0,0,1,Rail,976.33,Europe,PL,8881,PL,9827,587.96,3,568.48,32229.14,Maersk,523291-Maersk,2024-12,0.6022144152079727,88,98,PL88-->PL98,PL-->PL
CR-190-B,SHP273286,2023-10-13,2023-10-17,0,0,0,Road,4172.62,Middle East,IL,671636,CN,990936,4085.86,4,2650.81,3604.32,db schenker,CR-190-B-db schenker,2023-10,0.979207308597476,67,99,IL67-->CN99,IL-->CN
CR-842-C,SHP656564,2025-02-14,2025-02-17,1,0,0,Sea,2766.57,Asia,CN,419941,IN,258522,1535.46,3,786.41,34144.09,XPO Logistics,CR-842-C-XPO Logistics,2025-02,0.5550049339073293,41,25,CN41-->IN25,CN-->IN
294723,SHP562895,2023-07-21,2023-07-23,1,1,0,Road,220.33,Latin America,PE,955282,PE,772266,63.73,2,43.92,3828.47,COSCO Shipping,294723-COSCO Shipping,2023-07,0.2892479462624245,95,77,PE95-->PE77,PE-->PE
CR-895-C,SHP617314,2024-08-27,2024-08-30,1,0,0,Road,2981.24,North America,US,76176,US,30737,278.95,3,890.28,17730.68,Royal Mail,CR-895-C-Royal Mail,2024-08,0.0935684480283372,76,30,US76-->US30,US-->US
CR-273-B,SHP301350,2024-02-08,2024-02-16,1,0,0,Sea,2716.95,North America,CA,46732,NG,645712,3620.01,8,1672.2,30795.47,ZIM,CR-273-B-ZIM,2024-02,1.332380058521504,46,64,CA46-->NG64,CA-->NG
CR-952-A,SHP493213,2025-04-17,2025-04-25,1,1,0,Rail,18394.11,Middle East,IL,756133,AE,587013,7697.31,8,4244.74,18381.92,YRC Worldwide,CR-952-A-YRC Worldwide,2025-04,0.4184660198291736,75,58,IL75-->AE58,IL-->AE
256634,SHP857588,2025-05-08,2025-05-22,1,0,0,Sea,19211.95,Africa,NG,539849,US,86279,8970.67,14,10889.58,80927.3,DB Schenker,256634-DB Schenker,2025-05,0.4669317794393593,53,86,NG53-->US86,NG-->US
CR-760-C,SHP345861,2023-02-05,2023-02-14,0,1,3,Road,2579.8,Middle East,SA,541249,AR,887063,10925.22,9,1279.97,650.88,ZIM,CR-760-C-ZIM,2023-02,4.234909682921156,54,88,SA54-->AR88,SA-->AR
CR-738-B,SHP841086,2024-11-03,2024-11-05,0,1,0,Air,22924.18,North America,CA,80490,US,74492,1827.83,2,4368.01,3982.87,YRC Worldwide,CR-738-B-YRC Worldwide,2024-11,0.07973371348506249,80,74,CA80-->US74,CA-->US
CR-566-A,SHP860198,2024-01-07,2024-01-09,0,1,0,Road,238.62,Asia,CN,992034,JP,707272,1447.68,2,47.64,182.81,YRC Worldwide,CR-566-A-YRC Worldwide,2024-01,6.066884586371637,99,70,CN99-->JP70,CN-->JP
CR-690-A,SHP476859,2023-11-28,2023-12-07,0,1,0,Road,116739.58,Middle East,AE,525930,ZA,186256,10896.11,9,36940.55,18834.72,XPO Logistics,CR-690-A-XPO Logistics,2023-12,0.09333689567839802,52,18,AE52-->ZA18,AE-->ZA
485588,SHP588221,2025-09-09,2025-09-14,0,1,0,Road,31651.78,Africa,NG,283623,KE,276049,5161.52,5,16911.11,18202.12,CEVA Logistics,485588-CEVA Logistics,2025-09,0.16307202944036642,28,27,NG28-->KE27,NG-->KE
CR-760-C,SHP323909,2023-11-18,2023-11-20,1,0,0,Sea,1909.59,North America,US,48542,MX,84588,1167.29,2,742.72,42418.27,ZIM,CR-760-C-ZIM,2023-11,0.6112778135620736,48,84,US48-->MX84,US-->MX
584260,SHP481360,2023-02-28,2023-03-10,1,1,0,Road,104128.08,Middle East,TR,9066,KR,201371,10334.44,10,39855.48,21425.38,DB Cargo,584260-DB Cargo,2023-03,0.09924738840858296,90,20,TR90-->KR20,TR-->KR
CR-743-A,SHP469992,2023-12-30,2024-01-01,0,1,0,Road,4929.83,Middle East,AE,774649,AE,492116,413.48,2,1469.25,19741.15,USPS,CR-743-A-USPS,2024-01,0.08387307473077166,77,49,AE77-->AE49,AE-->AE
CR-593-A,SHP150739,2024-11-28,2024-12-02,0,1,0,Sea,1521.61,Asia,IN,418443,CN,605308,1144.13,4,843.42,49144.62,TNT Express,CR-593-A-TNT Express,2024-12,0.7519206629819731,41,60,IN41-->CN60,IN-->CN
CR-834-A,SHP898178,2024-05-11,2024-05-12,1,1,0,Road,107.28,Middle East,TR,6909,TR,5727,69.13,1,35.53,2855.7,XPO Logistics,CR-834-A-XPO Logistics,2024-05,0.6443885160328113,69,57,TR69-->TR57,TR-->TR
CR-476-A,SHP167806,2025-05-07,2025-05-09,1,0,0,Road,9261.95,Europe,IT,7021,DE,8352,839.15,2,3238.57,21440.91,SF Express,CR-476-A-SF Express,2025-05,0.09060187109625942,70,83,IT70-->DE83,IT-->DE
150635,SHP412662,2024-09-11,2024-09-21,1,1,0,Road,2942.54,Asia,IN,418866,DE,6363,10966.31,10,902.41,457.16,Royal Mail,150635-Royal Mail,2024-09,3.726817647338694,41,63,IN41-->DE63,IN-->DE
CR-345-A,SHP717848,2024-12-25,2025-01-09,0,0,0,Sea,35745.74,Africa,EG,610353,NL,5618,11536.2,15,14589.19,84309.67,X.P.O Logistics,CR-345-A-X.P.O Logistics,2025-01,0.32272936579295886,61,56,EG61-->NL56,EG-->NL
CR-727-C,SHP644843,2024-01-08,2024-01-13,1,0,0,Road,3383.37,Asia,SG,142561,SE,2759,4215.05,5,1125.72,1483.73,YRC Worldwide,CR-727-C-YRC Worldwide,2024-01,1.2458140847734656,14,27,SG14-->SE27,SG-->SE
CR-275-C,SHP611683,2023-08-04,2023-08-05,1,0,0,Air,2790.38,Asia,SG,996040,KR,288750,1076.21,1,782.17,1211.3,XPO Logistics,CR-275-C-XPO Logistics,2023-08,0.38568582056924144,99,28,SG99-->KR28,SG-->KR
CR-307-B,SHP290406,2025-05-05,2025-05-08,0,1,0,Road,394.53,Europe,FR,4714,FR,9142,131.82,3,92.07,3880.32,COSCO,CR-307-B-COSCO,2025-05,0.33411907839708005,47,91,FR47-->FR91,FR-->FR
CR-221-B,SHP847852,2024-04-21,2024-04-30,0,1,3,Road,49856.34,Middle East,IL,427011,CA,83470,7711.8,9,34655.21,24965.49,ZIM,CR-221-B-ZIM,2024-04,0.15468042780516983,42,83,IL42-->CA83,IL-->CA
CR-813-B,SHP799192,2023-03-23,2023-03-27,1,1,0,Sea,3338.51,Asia,CN,758523,SG,743834,1408.15,4,1616.59,76535.09,USPS,CR-813-B-USPS,2023-03,0.4217899601918221,75,74,CN75-->SG74,CN-->SG
329824,SHP791167,2024-10-15,2024-10-17,0,1,0,Air,30450.58,Latin America,CL,4324,CN,515171,6983.86,2,11159.27,2663.11,Rhenus,329824-Rhenus,2024-10,0.22935063962656865,43,51,CL43-->CN51,CL-->CN
476230,SHP600531,2025-08-12,2025-08-19,1,1,0,Rail,15501.42,Latin America,CO,611215,ES,5484,7285.22,7,5672.5,25954.38,UPS,476230-UPS,2025-08,0.46997113812799085,61,54,CO61-->ES54,CO-->ES
CR-252-B,SHP372200,2023-07-22,2023-07-23,1,0,0,Air,74199.92,Latin America,CO,305316,BR,97538,8752.86,1,20906.96,3980.98,UPS,CR-252-B-UPS,2023-07,0.11796319996032342,30,97,CO30-->BR97,CO-->BR
911531,SHP534322,2024-02-26,2024-02-27,0,1,0,Road,1046.48,Asia,IN,290626,CN,859370,1227.02,1,568.02,2571.83,YRC Worldwide,911531-YRC Worldwide,2024-02,1.1725212139744667,29,85,IN29-->CN85,IN-->CN
CR-815-C,SHP565658,2023-08-07,2023-08-16,0,0,0,Rail,8596.98,Latin America,CO,169896,CL,869609,8621.27,9,5540.4,21421.46,USPS,CR-815-C-USPS,2023-08,1.002825410783787,16,86,CO16-->CL86,CO-->CL
662207,875434,2023-12-01,2023-12-18,1,1,0,Sea,16689.74,Africa,KE,204896,ZA,729986,11749.7,17,5373.07,30486.31,UPS,662207-UPS,2023-12,0.7040073721939347,20,72,KE20-->ZA72,KE-->ZA
796415,SHP685409,2024-10-20,2024-10-26,0,1,3,Sea,6034.77,Europe,PL,8374,SA,363942,3854.42,6,2158.21,37328.73,UPS,796415-UPS,2024-10,0.6387020549250427,83,36,PL83-->SA36,PL-->SA
CR-904-C,SHP436057,2024-11-25,2024-12-05,1,1,0,Rail,17211.49,Latin America,CL,739514,PE,286484,9782.09,10,3194.3,10884.85,RoyalMail,CR-904-C-RoyalMail,2024-12,0.5683464941152683,73,28,CL73-->PE28,CL-->PE
639093,SHP379118,2025-01-22,2025-01-26,0,0,0,Road,1712.02,Europe,BE,3459,FR,2230,1375.9,4,919.51,3.712,Evergreen Marine,639093-Evergreen Marine,2025-01,0.803670517867782,34,22,BE34-->FR22,BE-->FR
CR-387-A,SHP265498,2023-04-03,2023-04-04,0,1,0,Air,8411.44,North America,CA,28387,CA,60844,690.03,1,1991.86,4811.05,ZIM,CR-387-A-ZIM,2023-04,0.08203470511588978,28,60,CA28-->CA60,CA-->CA
248049,SHP252102,2024-01-22,2024-01-27,0,1,0,Sea,7410.78,Latin America,CL,849491,IL,662033,3785.04,5,2316.58,40802.47,TNT Express,248049-TNT Express,2024-01,0.5107478565009351,84,66,CL84-->IL66,CL-->IL
CR-759-A,SHP289631,2023-06-24,2023-06-30,1,1,0,Road,3063.82,Middle East,AE,942687,EG,234950,6606.44,6,1118.91,940.93,UPS,CR-759-A-UPS,2023-06,2.1562754992134,94,23,AE94-->EG23,AE-->EG
CR-459-A,SHP345013,2024-02-19,2024-02-25,1,0,0,Rail,8725.83,Africa,EG,658108,KE,791048,4431.29,6,3139.48,23616.0,UPS,CR-459-A-UPS,2024-02,0.507835930793976,65,79,EG65-->KE79,EG-->KE
CR-472-B,SHP713246,2023-08-27,2023-09-08,1,0,0,Sea,16622.41,Africa,EG,865159,ZA,272067,8402.89,12,10226.94,81138.28,ZIM,CR-472-B-ZIM,2023-09,0.5055157465132913,86,27,EG86-->ZA27,EG-->ZA
CR-314-B,SHP963226,2025-03-10,2025-03-20,1,1,0,Rail,10366.16,Middle East,AE,110038,KR,368499,9088.74,10,6855.44,25142.59,XPO Logistics,CR-314-B-XPO Logistics,2025-03,0.8767701829800042,11,36,AE11-->KR36,AE-->KR
CR-813-C,SHP950334,2025-06-15,2025-06-24,1,1,0,Rail,7757.605,Middle East,IL,809233,BR,43604,7193.69,9,4826.1,22362.65,XPO Logistics,CR-813-C-XPO Logistics,2025-06,0.9273081060456159,80,43,IL80-->BR43,IL-->BR
CR-132-C,SHP133174,2023-09-11,2023-09-13,0,1,0,Road,1030.28,Europe,PL,5681,ES,2715,1311.69,2,542.5,2297.7,United Parcel Service,CR-132-C-United Parcel Service,2023-09,1.2731393407617349,56,27,PL56-->ES27,PL-->ES
CR-653-B,SHP712055,2023-11-10,2023-11-13,1,1,1,Sea,3514.34,Europe,FR,7363,PL,3754,1724.04,3,2390.43,92435.39,SF Express,CR-653-B-SF Express,2023-11,0.49057290984936003,73,37,FR73-->PL37,FR-->PL
CR-376-B,SHP900334,2023-12-22,2023-12-28,1,0,0,Sea,3700.74,Africa,EG,937705,DE,2467,3683.11,6,1921.33,34777.27,YRC,CR-376-B-YRC,2023-12,0.9952360879175517,93,24,EG93-->DE24,EG-->DE
CR-246-C,SHP172965,2023-02-23,2023-03-02,1,0,0,Rail,12358.61,Europe,NL,1502,CN,196214,5507.11,7,2517.37,15237.09,ZIM,CR-246-C-ZIM,2023-03,0.4456091744945426,15,19,NL15-->CN19,NL-->CN
CR-850-C,SHP628573,2024-05-05,2024-05-14,1,0,0,Sea,7058.47,Europe,IT,5844,IL,888769,6534.0,9,2970.63,30309.5,XPO Logistics,CR-850-C-XPO Logistics,2024-05,0.9256963619594615,58,88,IT58-->IL88,IT-->IL
CR-415-A,SHP602790,2025-02-23,2025-03-02,1,0,0,Rail,7936.79,Latin America,PE,456875,CO,818240,4057.58,7,2906.45,23876.73,XPO Logistics,CR-415-A-XPO Logistics,2025-03,0.5112369106401958,45,81,PE45-->CO81,PE-->CO
223513,SHP229262,2023-03-07,2023-03-12,1,1,0,Sea,2138.01,Asia,KR,118757,CN,955926,1170.31,5,1034.15,58910.23,Hapag-Lloyd,223513-Hapag-Lloyd,2023-03,0.5473828466658247,11,95,KR11-->CN95,KR-->CN
CR-837-C,SHP446789,2023-03-17,2023-03-27,1,0,0,Rail,10257.07,Latin America,CO,20486,SG,302343,11221.38,10,4066.14,12078.57,FedEx,CR-837-C-FedEx,2023-03,1.0940141775380299,20,30,CO20-->SG30,CO-->SG
CR-539-A,SHP514647,2024-02-18,2024-02-22,1,0,0,Air,37320.94,Middle East,IL,295710,TR,8729,3513.16,4,6901.48,3274.11,XPO Logistics,CR-539-A-XPO Logistics,2024-02,0.09413374904276257,29,87,IL29-->TR87,IL-->TR
CR-840-C,SHP767494,2023-05-15,2023-05-22,1,0,0,Rail,9287.04,Latin America,AR,388526,BR,72640,6322.24,7,3387.92,17862.43,ZIM,CR-840-C-ZIM,2023-05,0.6807594238853283,38,72,AR38-->BR72,AR-->BR
CR-243-B,SHP322689,05-03-2024,2024-03-06,0,0,1,Air,35339.72,Asia,IN,251932,CL,629180,3975.76,1,7364.68,3087.32,ZIM,CR-243-B-ZIM,2024-03,0.11250117431603873,25,62,IN25-->CL62,IN-->CL
CR-997-A,SHP531954,2023-11-21,2023-11-23,1,0,0,Air,47372.32,Africa,NG,250956,ZA,959443,6996.77,2,20046.55,4775.19,ZIM,CR-997-A-ZIM,2023-11,0.14769743174917338,25,95,NG25-->ZA95,NG-->ZA
CR-263-C,SHP193117,2023-12-20,2023-12-24,0,0,0,Air,33720.06,Latin America,BR,45878,CL,936759,6011.14,4,9522.89,2.64,XPO Logistics,CR-263-C-XPO Logistics,2023-12,0.1782659935955037,45,93,BR45-->CL93,BR-->CL
CR-526-C,SHP478228,2025-05-26,2025-06-05,1,0,3,Rail,18895.0,Latin America,AR,726448,MX,87403,10346.02,10,8397.93,27056.87,YRC Worldwide,CR-526-C-YRC Worldwide,2025-06,0.5475533209843875,72,87,AR72-->MX87,AR-->MX
263070,SHP254668,2023-09-20,2023-09-28,0,1,0,Rail,21877.59,Latin America,PE,773998,AE,909154,7890.24,8,5239.47,22134.81,Maersk,263070-Maersk,2023-09,0.36065398428254664,77,90,PE77-->AE90,PE-->AE
232373,SHP285390,05-02-2025,2025-02-08,1,1,0,Road,5197.61,Latin America,CL,394753,TR,7452,4026.36,3,1077.25,1486.38,COSCO,232373-COSCO,2025-02,0.7746560438355322,39,74,CL39-->TR74,CL-->TR
CR-746-C,577951,2023-03-10,2023-03-17,1,1,0,Road,58424.29,Africa,NG,313912,CN,547458,7678.82,7,26128.62,18903.82,YRC Worldwide,CR-746-C-YRC Worldwide,2023-03,0.1314319780351631,31,54,NG31-->CN54,NG-->CN
CR-220-A,SHP261635,2025-08-24,2025-08-25,0,1,0,Air,119849.98,Middle East,AE,581388,CN,839136,10096.27,1,25166.99,4154.5,ZIM Integrated Shipping,CR-220-A-ZIM Integrated Shipping,2025-08,0.08424089849660385,58,83,AE58-->CN83,AE-->CN
CR-740-A,SHP991339,2025-09-28,2025-10-08,0,1,0,Sea,24322.08,Latin America,CO,5825,AR,857850,7220.75,10,7924.69,73165.84,X.P.O Logistics,CR-740-A-X.P.O Logistics,2025-10,0.2968804477248656,58,85,CO58-->AR85,CO-->AR
CR-190-C,SHP246394,2025-07-11,2025-07-14,0,1,1,Sea,1874.18,North America,MX,54229,CA,55652,1884.83,3,1041.32,14222.92,Fed Ex,CR-190-C-Fed Ex,2025-07,1.005682485140168,54,55,MX54-->CA55,MX-->CA
CR-608-B,SHP861443,2025-07-28,2025-07-31,0,1,0,Road,9453.43,Europe,DE,2358,PL,2237,1844.71,3,6789.64,20447.76,Royal Mail,CR-608-B-Royal Mail,2025-07,0.19513658005612777,23,22,DE23-->PL22,DE-->PL
965433,SHP352728,2023-10-16,2023-10-25,1,0,0,Sea,17115.95,Asia,JP,884706,IL,274971,6783.64,9,7078.86,69567.96,Maersk,965433-Maersk,2023-10,0.3963344132227542,88,27,JP88-->IL27,JP-->IL
CR-746-A,SHP302358,2023-01-26,2023-02-10,0,1,0,Sea,11364.85,North America,MX,85859,SG,672101,9947.41,15,5300.19,35521.42,USPS,CR-746-A-USPS,2023-02,0.8752786002454938,85,67,MX85-->SG67,MX-->SG
CR-555-B,SHP317420,2024-05-29,2024-06-01,0,1,2,Sea,3187.33,Asia,IN,163527,JP,842845,1809.06,3,1579.22,58196.6,ZIM,CR-555-B-ZIM,2024-06,0.5675785061477788,16,84,IN16-->JP84,IN-->JP
CR-799-B,SHP328367,2025-08-15,2025-08-21,0,0,3,Road,9536.0,Latin America,AR,799188,SA,224234,7014.78,6,3454.76,2736.1,YRC Worldwide,CR-799-B-YRC Worldwide,2025-08,0.7356103187919463,79,22,AR79-->SA22,AR-->SA
CR-239-B,SHP614306,2025-01-11,2025-01-23,0,1,0,Rail,19541.02,Middle East,IL,898505,US,43094,11678.25,12,11775.22,33610.14,ZIM,CR-239-B-ZIM,2025-01,0.5976274524052481,89,43,IL89-->US43,IL-->US
CR-323-B,SHP921430,2025-03-24,2025-04-01,1,1,0,Sea,8752.08,Africa,KE,907408,ES,4677,5164.7,8,3655.97,47191.77,Rhenus,CR-323-B-Rhenus,2025-04,0.5901111507207429,90,46,KE90-->ES46,KE-->ES
CR-182-A,SHP721163,2023-06-05,2023-06-08,0,1,0,Air,97807.74,Asia,CN,586770,NG,637239,6794.23,3,19750.85,4845.01,USPS,CR-182-A-USPS,2023-06,0.06946515684750511,58,63,CN58-->NG63,CN-->NG
CR-443-C,SHP188067,2024-06-29,2024-07-07,1,1,0,Road,19869.17,Asia,KR,477225,NG,902070,10530.44,8,6048.14,3190.82,UPS,CR-443-C-UPS,2024-07,0.5299889225367744,47,90,KR47-->NG90,KR-->NG
CR-626-C,SHP145981,2024-05-14,2024-05-18,1,0,0,Road,6149.56,Africa,NG,783176,NG,301863,797.47,4,3548.01,24717.0,ZIM,CR-626-C-ZIM,2024-05,0.12967919656040433,78,30,NG78-->NG30,NG-->NG
CR-157-B,SHP561397,2024-09-19,2024-09-25,0,1,0,Sea,11976.03,Latin America,CL,908719,NG,898414,3965.01,6,3650.81,61383.72,TNT,CR-157-B-TNT,2024-09,0.3310788299628508,90,89,CL90-->NG89,CL-->NG
CR-655-A,SHP658278,2025-05-02,2025-05-14,0,1,0,Sea,31311.85,Africa,ZA,796079,PE,189668,7648.68,12,10177.63,88709.24,YRC Worldwide,CR-655-A-YRC Worldwide,2025-05,0.24427429232063902,79,18,ZA79-->PE18,ZA-->PE
562916,SHP806715,20-04-2025,2025-04-24,0,0,0,Road,19521.31,Asia,JP,844657,IN,398905,1600.64,4,7158.76,24846.87,TNT,562916-TNT,2025-04,0.08199449729551961,84,39,JP84-->IN39,JP-->IN
504567,SHP543535,2024-01-19,2024-01-22,1,0,0,Rail,2639.09,Asia,JP,918378,IN,830823,1557.88,3,528.08,11299.07,CEVA Logistics,504567-CEVA Logistics,2024-01,0.59030953851517,91,83,JP91-->IN83,JP-->IN
479572,SHP521754,2025-01-18,2025-01-27,0,0,0,Road,12182.59,Africa,KE,877285,US,31890,9081.44,9,5794.04,3544.49,ZIM,479572-ZIM,2025-01,0.7454441132796885,87,31,KE87-->US31,KE-->US
402024,SHP240858,2024-05-23,2024-06-02,1,0,0,Road,13560.06,Africa,NG,423448,KE,931761,11918.03,10,5025.57,2342.66,Evergreen Marine,402024-Evergreen Marine,2024-06,0.8789068779931654,42,93,NG42-->KE93,NG-->KE
704155,SHP836172,2025-02-28,2025-03-02,1,0,0,Rail,3329.61,Europe,NL,3123,DE,3416,1518.81,2,1055.61,23167.39,DB Cargo,704155-DB Cargo,2025-03,0.45615252236748444,31,34,NL31-->DE34,NL-->DE
CR-659-B,SHP614407,2025-07-25,2025-07-27,0,1,0,Sea,2573.85,Europe,ES,4280,NL,6297,961.22,2,748.95,51944.11,YRC Worldwide,CR-659-B-YRC Worldwide,2025-07,0.3734561066107194,42,62,ES42-->NL62,ES-->NL
CR-752-B,SHP243259,2025-09-07,2025-09-09,1,0,0,Air,52285.81,Asia,KR,556601,BE,9351,6929.94,2,13044.11,3137.14,ZIM,CR-752-B-ZIM,2025-09,0.13253959343844918,55,93,KR55-->BE93,KR-->BE
CR-825-C,SHP687557,2025-05-08,2025-05-18,0,0,0,Road,18307.3,Latin America,BR,28083,AE,477562,11666.88,10,4339.69,2066.48,YRC Worldwide,CR-825-C-YRC Worldwide,2025-05,0.6372802106263622,28,47,BR28-->AE47,BR-->AE
CR-435-B,SHP639272,2023-05-03,2023-05-14,0,0,3,Rail,32852.05,Middle East,AE,690191,US,35258,11007.9,11,12751.96,38614.57,Royal Mail,CR-435-B-Royal Mail,2023-05,0.33507498010017633,69,35,AE69-->US35,AE-->US
CR-248-A,SHP174857,2024-08-04,2024-08-16,0,0,3,Sea,23717.51,Asia,SG,186023,AE,921439,8825.77,12,10744.24,81158.13,ZIM,CR-248-A-ZIM,2024-08,0.3721204291681547,18,92,SG18-->AE92,SG-->AE
CR-271-B,SHP107314,2024-11-28,2024-12-01,0,1,0,Sea,1966.06,Asia,JP,561376,CN,187547,1216.39,3,1333.93,73108.54,ups,CR-271-B-ups,2024-12,0.6186942412744271,56,18,JP56-->CN18,JP-->CN
CR-968-A,SHP407550,2025-10-27,2025-10-30,0,1,0,Air,15501.82,North America,CA,30171,MX,40806,1849.96,3,3482.25,3137.22,YRC Worldwide,CR-968-A-YRC Worldwide,2025-10,0.11933824544472843,30,40,CA30-->MX40,CA-->MX
CR-571-C,SHP930291,2023-11-15,2023-11-19,0,0,0,Road,38856.26,Latin America,CL,64066,AR,695567,3830.59,4,13730.38,19913.34,Kuehne + Nagel,CR-571-C-Kuehne + Nagel,2023-11,0.0985836001715039,64,69,CL64-->AR69,CL-->AR
CR-699-B,SHP903398,2024-03-17,2024-03-28,1,0,0,Road,18797.11,Europe,ES,5563,CL,804959,11765.71,11,6695.5,3161.49,ZIM,CR-699-B-ZIM,2024-03,0.6259318586740195,55,80,ES55-->CL80,ES-->CL
CR-120-B,SHP896711,2024-01-22,2024-01-30,0,1,0,Sea,7102.29,Europe,ES,6306,CN,381922,5889.07,8,2658.97,30100.65,ZIM Integrated Shipping,CR-120-B-ZIM Integrated Shipping,2024-01,0.829179039436576,63,38,ES63-->CN38,ES-->CN
470899,SHP502472,2025-08-24,2025-08-31,0,1,0,Sea,10920.02,Europe,BE,2701,AE,817296,4270.8,7,4096.84,63951.29,Nippon Express,470899-Nippon Express,2025-08,0.3910981848018593,27,81,BE27-->AE81,BE-->AE
CR-382-C,SHP257136,2023-01-20,2023-01-28,0,0,0,Road,55310.37,Middle East,SA,658002,NG,536519,7758.02,8,30210.17,21633.66,ZIM,CR-382-C-ZIM,2023-01,0.1402633900297539,65,53,SA65-->NG53,SA-->NG
CR-308-C,SHP529987,2024-09-30,2024-10-08,0,1,0,Road,11424.73,Africa,ZA,132426,EG,372560,10648.78,8,5028.14,2623.22,Nippon Express,CR-308-C-Nippon Express,2024-10,0.932081545909619,13,37,ZA13-->EG37,ZA-->EG
CR-216-C,SHP561501,2024-08-18,2024-08-29,1,1,3,Sea,13666.58,Europe,PL,2127,SA,932994,8981.05,11,6713.08,49831.43,YRC Worldwide,CR-216-C-YRC Worldwide,2024-08,0.6571541673191098,21,93,PL21-->SA93,PL-->SA
