carrier_name,carrier_number,shipment_number,shipment_date,delivery_date,delivery_reliability,feedback_reliability,non_conformance_count,transport_mode,shipment_weight_kg,cost_usd,status,region,origin_country,origin_postal_code,destination_country,destination_postal_code,distance_km,lead_time_days,co2_emission_kg,remarks,data_entry_source
Kuehne + Nagel,CR-346-C,SHP428359,2024-06-23,2024-07-03,1,0,0,Road,2021.18,7818.44,In Transit,Middle East,AE,762768,IL,338079,10909.64,10,3969.06,Customs hold,Email
DHL,CR-829-C,SHP286591,2024-07-23,2024-08-04,0,1,0,Sea,97572.54,43236.02,Returned,Latin America,PE,456746,IN,175603,9248.65,12,13536.21,No issues,Email
DHL,CR-226-A,SHP912147,2024-12-03,2024-12-07,0,1,0,Rail,28743.64,2455.15,In Transit,Asia,KR,204262,JP,132909,1102.56,4,950.75,Documentation missing,Portal
Hapag-Lloyd,CR-670-A,SHP596600,2024-04-09,2024-04-10,1,1,0,Air,2381.88,8111.78,Cancelled,Europe,DE,3010,FR,4331,1854.85,1,2650.82,Customs hold,Manual
YRC Worldwide,338346,SHP783510,2024-09-22,2024-09-25,0,1,0,Air,755.36,20122.49,Delivered,Latin America,BR,95152,PE,824734,8674.03,3,3931.23,No issues,Manual
FedEx,CR-334-C,SHP773475,2024-04-24,2024-04-27,0,1,0,Air,4678.09,48269.25,Cancelled,Latin America,CO,957641,US,97739,4816.32,3,13518.7,Left at front desk,Portal
Royal Mail,CR-547-C,SHP889233,2025-07-21,2025-07-30,0,1,0,Rail,10785.52,10614.14,Cancelled,Latin America,CL,510687,PE,379795,7733.06,9,2502.15,Left at front desk,Manual
FedEx,CR-658-B,SHP210929,2025-08-15,2025-08-27,0,0,0,Sea,88128.15,28299.09,Delayed,North America,CA,44435,TR,3727,7885.59,12,10424.13,No issues,Manual
SF Express,CR-706-C,SHP468422,2025-04-06,2025-04-12,0,0,0,Road,2875.21,11472.39,Returned,Latin America,CO,996306,AR,100767,7614.02,6,3940.54,Documentation missing,Email
XPO Logistics,CR-786-B,SHP210294,2025-03-18,2025-03-20,0,1,0,Air,1587.57,18982.75,Cancelled,Latin America,AR,475065,KE,833605,6462.1,2,6155.44,Partial delivery,Manual
Rhenus,452047,SHP530990,2024-08-26,2024-08-29,1,0,0,Air,1126.43,15378.86,Delayed,Europe,ES,1971,CA,75291,8112.25,3,5482.74,Partial delivery,Portal
SF Express,CR-313-A,SHP715084,2025-07-13,2025-07-14,0,1,0,Rail,10779.66,1417.32,Returned,Middle East,SA,848974,SA,565820,686.21,1,221.91,SLA breach,API
Royal Mail,CR-359-C,SHP122414,2023-10-12,2023-10-21,1,0,0,Sea,44781.81,6573.27,Delivered,Europe,IT,6305,CA,17744,6156.16,9,4135.26,Documentation missing,Manual
DB Schenker,CR-326-A,SHP164125,2023-12-04,2023-12-14,1,0,0,Rail,24707.34,17752.26,Cancelled,Asia,CN,790169,CO,272957,9623.7,10,7133.28,No issues,EDI
Nippon Express,CR-972-B,SHP593645,2025-03-18,2025-03-23,0,1,3,Sea,21451.16,USD 4399.34,Delivered,Latin America,AR,37216,PE,740166,3901.79,5,1255.47,Left at front desk,Email
XPO Logistics,471500,SHP523993,2023-02-06,2023-02-08,1,0,0,Sea,59097.34,$3457.08,Delivered,Europe,PL,3893,FR,5527,1332.14,2,1180.89,Partial delivery,Email
UPS,CR-287-C,SHP771918,2023-09-30,2023-10-03,1,1,0,Air,3321.98,49127.92,Returned,Latin America,PE,94539,CO,215520,9458.02,3,18851.62,No issues,API
Rhenus,CR-155-C,SHP980458,2024-09-05,2024-09-06,1,1,0,Road,11050.87,4674.6,Delivered,Europe,IT,4987,NL,9632,1001.95,1,1993.03,Documentation missing,API
DB Cargo,CR-277-B,SHP469622,2024-10-11,2024-10-14,1,None,0,Sea,79717.57,2667.23,Delayed,Latin America,PE,734723,PE,272297,670.33,3,801.55,SLA breach,EDI
UPS,CR-936-C,SHP657407,2023-04-17,2023-04-21,1,1,0,Road,1289.42,431.37,Cancelled,North America,CA,68499,US,64595,941.1,4,218.42,No issues,Portal
Kuehne+Nagel,CR-582-A,SHP297687,2024-09-01,2024-09-04,0,1,0,Road,11047.6,2459.63,Returned,Europe,FR,1782,NL,2694,815.7,3,1622.08,No issues,API
Nippon Express,857847,SHP392162,2023-06-05,2023-06-13,0,1,0,Road,632.98,1776.94,Delayed,Middle East,IL,349185,TR,6280,7983.37,8,909.6,SLA breach,Portal
Y.R.C,CR-232-A,SHP172289,2024-12-22,12/26/2024,1,0,0,Sea,59607.28,5066.79,Delivered,Asia,SG,548657,IN,807937,1681.71,4,1503.63,Customs hold,API
USPS,CR-917-B,SHP699875,2024-03-21,2024-03-24,1,0,0,air,2682.34,2192.51,Delivered,Africa,NG,907118,NG,409295,285.54,3,459.56,Partial delivery,Portal
CEVA Logistics,CR-802-C,SHP463390,2023-08-20,2023-09-02,0,1,0,sea,20948.72,5799.36,Cancelled,Middle East,SA,274217,TR,5910,9305.12,13,2923.96,Partial delivery,Manual
DHL,CR-154-A,SHP184378,2025-08-05,2025-08-07,1,1,0,Air,2040.12,40912.87,Returned,Africa,NG,798672,FR,6015,10061.73,2,12316.3,Partial delivery,EDI
YRC Worldwide,CR-329-C,SHP326086,2023-02-03,2023-02-06,1,0,0,Rail,19246.63,2951.19,Cancelled,Europe,SE,4607,IT,5930,1050.36,3,606.48,SLA breach,Email
X.P.O Logistics,CR-440-A,SHP258746,2024-01-10,2024-01-17,0,1,0,Road,2789.86,12098.51,In Transit,Latin America,PE,352337,NG,190198,8130.75,7,4083.06,SLA breach,Manual
DB Cargo,CR-184-C,SHP968784,2024-10-18,2024-10-22,1,0,0,Road,10218.63,7917.54,Returned,Asia,IN,735747,SG,604059,1650.29,4,3035.47,Customs hold,API
FedEx Corporation,CR-186-B,SHP810107,2023-04-18,2023-05-01,0,0,0,Sea,96333.77,20258.79,Delayed,Africa,NG,619302,ZA,932805,10634.26,13,15366.58,Left at front desk,Manual
YRC Worldwide,CR-243-B,SHP895988,2025-07-01,2025-07-12,0,1,0,Sea,31119.26,10346.37,Returned,Europe,SE,2426,AE,248462,7959.74,11,3715.52,Left at front desk,API
Rhenus,CR-915-A,SHP591847,2023-10-26,2023-10-30,0,1,0,Sea,58694.13,2265.59,Delayed,Asia,CN,436451,JP,826960,1749.51,4,1540.29,SLA breach,Email
COSCO,120537,SHP265066,2024-07-27,2024-07-31,1,1,0,Road,24608.36,4041.68,Returned,Latin America,CO,536986,CO,501678,548.99,4,2431.76,SLA breach,EDI
CEVA,742224,SHP578040,2024-01-17,2024-01-19,0,0,0,Air,252.79,1120.46,Returned,North America,MX,35129,CA,70933,1797.42,2,272.62,No issues,Manual
S.F. Express,CR-849-A,SHP119669,2024-04-13,2024-04-15,0,1,0,Road,2244.47,3513.23,Cancelled,Europe,NL,8969,PL,6811,1709.36,2,690.59,Partial delivery,EDI
FedEx,CR-276-A,SHP852835,2023-10-11,10/14/2023,0,1,0,Road,3260.66,163.2,Returned,Africa,EG,182296,EG,719019,50.86,3,29.85,Left at front desk,API
CEVA Logistics,159334,SHP920756,2025-04-06,2025-04-07,0,1,0,Sea,37543.91,1060.16,Cancelled,Asia,JP,355759,JP,671622,609.85,1,343.44,SLA breach,EDI
YRC Worldwide,CR-568-B,SHP438658,2023-04-01,2023-04-04,1,1,0,sea,86796.3,5549.71,Delivered,Asia,SG,852833,JP,130944,1567.9,3,2041.32,Customs hold,EDI
UPS,CR-789-C,SHP527261,2025-03-05,2025-03-08,0,1,0,Rail,23654.91,1124.11,Cancelled,Asia,KR,583891,KR,317588,385.17,3,273.33,Partial delivery,Manual
DB-Cargo,CR-983-A,SHP295103,2024-11-11,2024-11-15,1,1,0,Rail,17723.67,2014.76,Returned,Asia,JP,110211,CN,809608,1723.05,4,916.16,Left at front desk,Portal
USPS,CR-493-B,SHP967236,2023-09-15,2023-09-20,0,1,0,Road,3486.19,10069.55,Delivered,Africa,ZA,673819,ES,1255,3476.86,5,2181.78,Customs hold,API
Maersk,CR-377-C,SHP525857,2025-01-03,2025-01-04,1,0,0,Rail,20078.4,380.42,Delayed,Asia,CN,343759,CN,916202,137.82,1,83.01,Customs hold,Portal
UPS,CR-102-A,SHP419301,2025-07-15,2025-07-17,1,0,0,sea,27487.27,1823.11,Cancelled,Europe,PL,9427,DE,5496,1551.6,2,639.74,Documentation missing,Portal
US Postal Service,CR-714-A,SHP715203,2024-10-07,2024-10-09,0,0,3,Air,3681 g,USD 8024.07,Delayed,North America,MX,87565,MX,98881,790.56,2,1746.3,Left at front desk,API
Evergreen Marine,CR-908-B,SHP969331,2023-12-08,2023-12-18,0,0,0,Sea,20908.52,6955.2,Delayed,Middle East,SA,880679,TR,9267,6029.03,10,1890.87,Partial delivery,EDI
YRC Worldwide,CR-516-A,SHP295052,2025-04-09,2025-04-24,0,0,0,Sea,66657.82,25673.64,In Transit,Latin America,CO,18336,CL,345176,10192.4,15,10191.05,Documentation missing,API
TNT,CR-312-A,SHP667165,2025-06-16,2025-06-27,No,1,2,Rail,11962.31,18839.66,Delivered,Latin America,AR,217787,EG,251476,11210.72,11,4023.18,Documentation missing,Manual
XPO Logistics,CR-921-B,685641,2025-08-15,2025-08-18,1,0,0,Sea,81876.55,3703.24,Delayed,Europe,FR,1857,ES,4900,985.67,3,1210.55,No issues,EDI
DB Cargo,CR-121-A,SHP757577,2024-12-02,2024-12-10,0,1,0,Road,24209.76,87526.4,In Transit,Europe,DE,3640,NG,921242,8179.69,8,35645.08,No issues,Portal
XPO Logistics,CR-326-C,SHP659913,2025-01-24,2025-02-02,0,0,1,Rail,24216.04,10273.98,In Transit,Middle East,AE,212582,SG,832431,9726.34,9,7066.0,Documentation missing,Manual
Hapag-Lloyd,CR-927-C,SHP430239,2023-07-21,2023-07-23,0,1,0,Rail,33030.98,2126.22,Returned,Asia,JP,377477,KR,418799,1218.66,2,1207.61,Customs hold,Portal
FedEx,CR-131-B,SHP216778,2023-11-29,2023-12-01,1,0,0,Air,421.73,2220.19,Delivered,Europe,IT,3342,BE,2283,1920.01,2,485.84,Left at front desk,EDI
Rhenus,CR-993-C,SHP863768,2023-12-07,2023-12-15,0,Provided,0,Rail,22591 g,11494.24,Returned,Latin America,AR,951169,NL,3229,7565.9,8,5127.82,No issues,Manual
UPS,794499,SHP898771,2023-01-11,2023-01-22,1,0,0,Sea,90024.96,33086.06,In Transit,Middle East,AE,671585,SA,264727,7953.22,11,10739.83,SLA breach,Portal
USPS,CR-752-B,SHP668186,2025-07-16,2025-07-18,0,0,0,Road,3353.35,2944.47,Cancelled,North America,MX,72769,US,33187,1425.09,2,860.19,Documentation missing,Manual
Evergreen Marine,CR-654-C,SHP468701,2023-05-24,2023-05-26,0,1,2,Air,624.26,4815.66,Returned,Africa,KE,274486,ZA,125801,4865.88,2,1822.55,SLA breach,Portal
Maersk,CR-335-C,SHP106202,2023-07-22,2023-08-05,0,0,1,sea,74151.3,18703.46,Returned,Asia,SG,360375,CA,35082,8890.67,14,9888.82,Left at front desk,Email
Kuehne + Nagel,CR-693-B,SHP965143,2023-08-24,2023-08-29,1,0,0,Sea,71122.41,2348.92,Delayed,Europe,PL,9923,BE,1994,1085.01,5,1157.52,Documentation missing,Manual
DB Cargo,CR-362-C,SHP625017,2025-04-12,2025-04-19,1,1,0,Rail,17606.02,11353.59,In Transit,North America,MX,65537,SE,5787,5262.63,7,2779.62,Left at front desk,Manual
DHL,CR-100-C,SHP639457,2024-09-08,2024-09-09,1,1,1,Rail,25633.42,237.11,Cancelled,Europe,ES,7555,ES,6382,98.68,1,75.88,No issues,EDI
Kuehne + Nagel,CR-158-A,SHP834220,2025-07-10,2025-07-14,0,1,0,Road,2577.55,3549.68,In Transit,Europe,PL,4180,DE,5808,1433.95,4,665.29,SLA breach,API
Rhenus,CR-939-C,SHP634290,08-08-2025,2025-08-21,1,0,0,Rail,28283.08,32631.08,Returned,Africa,NG,156481,ZA,779813,11432.6,13,9700.47,No issues,API
ZIM,CR-288-C,SHP818026,2024-09-24,2024-09-28,1,0,0,Air,947.91,26460.64,In Transit,Africa,EG,738965,ZA,898151,9306.15,4,5292.81,Documentation missing,API
USPS,CR-975-A,SHP127046,2025-01-01,2025-01-07,0,0,2,Road,3368.95,7090.16,Delayed,Africa,NG,977503,EG,522913,4419.17,6,2679.84,Documentation missing,Portal
ZIM,CR-300-A,SHP806660,2024-09-22,2024-09-24,1,1,0,Road,260.24,288.83,Returned,Asia,KR,109430,CN,475462,1185.5,2,55.53,Customs hold,Manual
Kuehne + Nagel,CR-751-A,701208,2024-09-07,2024-09-08,0,0,0,Road,779.56,781.83,Delayed,Asia,IN,961592,CN,848175,1116.42,1,156.66,Partial delivery,Manual
TNT,CR-974-B,429172,2023-08-05,2023-08-07,0,0,0,Road,442.89,1161.97,Delayed,Latin America,PE,155027,CO,914855,3466.63,2,276.36,Partial delivery,Email
Ceva,CR-821-A,SHP614141,2023-06-26,2023-07-05,0,1,0,Road,1738.95,9208.14,Returned,Africa,NG,821277,EG,276639,7794.03,9,2439.61,Customs hold,EDI
HapagLloyd,CR-534-C,SHP938578,2025-04-08,2025-04-11,0,1,0,Road,817.15,873.16,Delayed,North America,US,65977,MX,12561,1768.7,3,260.15,Partial delivery,Manual
Kuehne + Nagel,246487,SHP607024,2025-10-26,2025-11-06,Yes,0,0,Sea,64997.49,19995.21,Returned,North America,CA,56312,NG,197178,9225.01,11,8994.04,SLA breach,Portal
USPS,CR-137-B,SHP824753,2023-06-07,2023-06-13,0,Provided,0,Road,1515.26,5410.87,Delivered,North America,MX,88608,CN,134196,4906.5,6,1338.23,SLA breach,API
Dhl,CR-552-C,SHP458660,2023-08-22,2023-08-24,1,0,0,Road,19201.43,8211.21,In Transit,Asia,SG,844378,JP,419484,1026.1,2,3546.47,Left at front desk,EDI
Kuehne + Nagel,CR-476-A,SHP996097,2025-01-06,2025-01-09,1,0,2,Air,682.11,1615.3,Delayed,Europe,NL,8113,BE,4103,1267.33,3,518.68,Documentation missing,EDI
TNT,889109,SHP918840,2024-01-08,2024-01-17,0,None,1,Rail,29435.39,18865.44,Delivered,Latin America,BR,76123,CL,640264,6665.5,9,5886.05,Left at front desk,EDI
DHL,CR-245-B,SHP412465,2024-05-14,2024-05-23,0,0,0,Rail,20085.56,18841.69,In Transit,Middle East,SA,203154,IL,551020,7403.76,9,4461.26,Partial delivery,Manual
Nippon Express,CR-179-B,SHP975498,2023-09-26,2023-09-29,0,0,3,Sea,31526.07,1179.48,Delayed,Middle East,AE,744031,AE,746128,596.33,3,282.0,Documentation missing,Portal
COSCO,CR-736-C,SHP871875,2024-12-16,2024-12-21,0,1,1,Sea,46518.69,3078.04,Returned,North America,CA,73467,US,45042,1496.16,5,1043.99,Customs hold,API
Rhenus,CR-195-C,SHP245459,2024-09-14,2024-09-16,0,1,0,Air,4949.61,126462.41,Cancelled,Middle East,IL,419198,AE,229674,8383.25,2,24896.29,SLA breach,EDI
TNT,CR-714-A,SHP729968,2023-12-07,2023-12-09,1,1,0,Road,,2154.29,Delayed,Europe,FR,4909,NL,1887,1225.06,2,400.87,Documentation missing,Manual
DHL,CR-315-B,SHP750861,2025-06-18,2025-06-28,Yes,1,0,Road,13757.3,33592.43,Cancelled,Africa,ZA,270374,EG,418649,8835.64,10,21879.82,No issues,API
COSCO,CR-923-C,SHP627945,2024-06-02,2024-06-07,0,1,0,Road,10432.16,24145.74,Cancelled,North America,CA,75054,TR,5183,5657.2,5,10623.03,Partial delivery,Email
DB Cargo,CR-402-B,SHP987045,2023-11-21,2023-11-24,0,0,0,Sea,75744.5,4282.2,Delayed,Asia,KR,658722,SG,945504,1395.9,3,1585.98,Customs hold,Manual
Maersk,547903,SHP238992,2024-04-04,2024-04-11,0,1,0,Road,18347.03,60352.18,Returned,Africa,NG,388039,CO,981842,5473.67,7,18076.59,Left at front desk,Email
Maersk,CR-538-C,SHP758517,2025-08-17,2025-08-23,0,0,0,Road,17816.87,22684.56,Delayed,Africa,KE,779099,EG,161449,4907.09,6,15737.21,Documentation missing,EDI
Rhenus,CR-519-A,SHP608218,2024-02-05,2024-02-06,1,1,0,Air,1635.22,2012.19,Returned,North America,US,93590,US,13805,695.28,1,682.16,Customs hold,Email
Nippon Express,CR-608-B,SHP818425,2025-05-17,2025-05-19,1,0,0,Air,4889.53,73304.3,Returned,Europe,BE,8820,NG,103941,9822.9,2,28817.61,No issues,API
TNT,CR-994-B,SHP543011,2023-07-30,2023-08-07,1,1,0,Sea,36005.96,3733.83,Cancelled,Africa,ZA,470894,NG,695366,4619.3,8,2494.83,No issues,API
Ceva,298427,SHP746150,2023-07-15,2023-07-24,Yes,1,0,Road,21559.54,72387.02,Delayed,Africa,NG,386708,BR,25844,10427.54,9,40466.35,No issues,Manual
SF Express,CR-279-C,SHP639873,2024-07-11,2024-07-24,1,0,0,rail,22112.3,23639.57,Delivered,North America,MX,77519,JP,829766,11884.8,13,7884.01,SLA breach,API
Kuehne + Nagel,CR-685-C,SHP841550,2025-06-29,2025-07-08,0,1,2,Rail,9695.34,6202.07,Returned,Middle East,SA,422944,TR,8098,9127.36,9,2654.79,SLA breach,EDI
COSCO,CR-384-A,209466,2025-09-21,2025-09-27,1,0,2,Road,1084.86,3156.07,Delivered,Africa,ZA,756718,KE,550286,3729.85,6,728.34,No issues,EDI
SFExpress,CR-999-B,SHP289255,2023-02-24,2023-02-26,1,1,0,Sea,80035.92,1132.04,Delayed,Asia,JP,596555,JP,537750,508.83,2,610.87,No issues,Manual
DBSchenker,CR-783-B,SHP349189,2023-01-11,2023-01-20,0,1,0,Rail,36529.76,13819.24,In Transit,Asia,CN,562580,CA,17761,7701.69,9,8440.23,Partial delivery,EDI
Maersk,CR-405-B,SHP924366,2024-02-15,2024-02-17,Yes,0,0,Air,4536 g,38301.86,Delivered,Africa,ZA,101719,US,51268,6095.29,2,16590.69,Customs hold,Manual
UPS,CR-136-B,SHP614774,2023-07-06,2023-07-16,0,0,0,Rail,8576.15,USD 4869.0,In Transit,Africa,EG,138091,US,92938,7888.97,10,2029.71,SLA breach,API
Kuehne + Nagel,CR-661-A,SHP189914,2025-01-21,2025-01-25,1,1,3,Road,1991.04,8402.76,Cancelled,Europe,ES,7743,CO,912248,4656.96,4,1668.99,No issues,EDI
US Postal Service,328069,SHP973140,2024-06-04,2024-06-09,0,1,Yes,Road,2908.39,4256.55,Delayed,Middle East,SA,793347,TR,2513,4301.72,5,2251.99,Left at front desk,EDI
Nippon Express,CR-514-A,SHP899188,2024-09-28,2024-09-29,1,0,0,Air,4133.34,3226.8,Cancelled,Asia,JP,716946,JP,331047,317.55,1,787.54,Customs hold,Email
COSCO,CR-262-C,SHP702431,2023-11-29,2023-12-08,0,0,0,Road,383.72,1803.77,Returned,Africa,ZA,897801,NG,883452,8298.82,9,573.19,Customs hold,Email
COSCO,CR-685-B,SHP690500,2023-10-08,2023-10-13,No,0,0,Road,3225.55,6168.39,Delayed,Asia,IN,677111,CL,592046,3496.97,5,2030.34,Customs hold,API
SF Express,CR-244-B,SHP996853,2024-06-06,2024-06-17,1,0,0,Sea,34606.48,13532.53,In Transit,Africa,ZA,249381,NG,651621,8658.63,11,4494.67,Customs hold,Email
UPS,CR-997-A,SHP462587,2023-05-05,2023-05-08,0,0,0,Air,3823.06,17126.0,Delayed,North America,MX,60990,CA,68949,1856.82,3,4259.24,No issues,Manual
Nippon Express,CR-873-B,SHP425963,2025-09-19,2025-09-22,0,0,0,Air,1011.23,2903.85,Delayed,North America,US,29615,MX,76700,1171.48,3,710.78,Customs hold,API
DB Schenker,CR-775-C,SHP608822,2024-09-17,2024-09-18,1,0,0,Air,232.23,1256.19,Returned,Asia,SG,645000,KR,896365,1222.73,1,170.38,Left at front desk,EDI
DB Schenker,CR-877-B,SHP332842,2025-02-17,2025-02-22,0,1,0,Sea,85501.31,9750.5,Delayed,Middle East,TR,6526,SA,672994,3444.63,5,4417.81,No issues,API
SF Express,286791,SHP357039,2024-03-10,03/16/2024,1,1,0,Rail,10338.28,8894.81,In Transit,Middle East,TR,1017,IN,385582,6412.89,6,1988.95,Customs hold,EDI
ZIM,CR-944-B,SHP568125,2023-07-19,2023-07-31,0,0,0,Sea,32026.74,6069.94,Delivered,Latin America,PE,10152,ES,8468,9010.73,12,4328.76,Left at front desk,EDI
UPS,324614,SHP245120,2023-06-01,2023-06-02,0,0,3,Air,2150.13,2362.36,Delivered,Latin America,PE,251503,PE,12899,319.84,1,412.61,Customs hold,API
UPS,CR-956-A,SHP245906,18-03-2024,2024-03-21,No,0,0,Air,859.97,13731.16,Delayed,Africa,KE,861532,US,10522,7680.23,3,3962.85,Partial delivery,API
DB Cargo,234180,SHP460233,2025-05-03,2025-05-05,0,0,0,Road,19212.32,5952.95,In Transit,Latin America,BR,69250,BR,30571,569.92,2,1970.91,Customs hold,Manual
Kuehne + Nagel,805854,SHP584661,2025-06-12,2025-06-14,0,0,0,Rail,17385.27,N/A,Returned,Middle East,AE,985385,AE,314506,287.42,2,149.9,No issues,Portal
Evergreen Marine,329683,SHP793836,2024-12-01,2024-12-05,1,0,0,Sea,94451.62,2006.84,In Transit,Asia,CN,250628,JP,370912,811.72,4,1150.03,Customs hold,API
TNT,CR-218-C,SHP568027,2024-08-11,2024-08-19,0,0,0,Road,1153.08,7364.99,Delayed,Europe,NL,4283,CN,588509,7468.08,8,1550.04,Customs hold,API
Maersk Line,947732,SHP144748,2023-03-13,2023-03-21,1,0,0,Rail,25136.46,19526.47,Cancelled,Middle East,TR,2283,EG,816308,6767.69,8,5103.47,No issues,Manual
YRC Worldwide,834866,SHP641905,2024-11-22,2024-11-30,0,1,2,Rail,26956.05,17764.93,Cancelled,Latin America,CO,589022,CA,73761,7165.21,8,5794.37,Partial delivery,API
db schenker,435104,SHP327189,2023-11-10,2023-11-14,0,0,0,Road,757.24,1339.44,Delivered,Europe,IT,2803,BE,8240,1985.89,4,270.68,Documentation missing,API
USPS,CR-706-B,SHP743484,2025-08-13,2025-08-14,1,0,0,Air,204.66,1763.23,Delayed,Africa,EG,201660,MX,42614,4752.84,1,583.63,Partial delivery,API
SF Express,544153,SHP867123,2024-10-04,2024-10-07,0,0,0,Road,2847.98,2810.31,In Transit,Europe,PL,4026,IT,8079,1640.43,3,840.94,Partial delivery,EDI
DB-Cargo,CR-155-C,SHP801354,2024-04-26,2024-04-27,1,1,0,Air,1696.26,31658.78,Delivered,Africa,ZA,190226,MX,76130,11424.26,1,11627.09,Partial delivery,Portal
DB Cargo,CR-907-B,SHP370535,2023-06-22,2023-06-25,Yes,1,0,Air,1117.83,30611.56,Returned,Latin America,BR,79383,US,18576,9999.54,3,6706.67,Documentation missing,API
YRC Worldwide,CR-301-B,SHP323652,2025-09-25,2025-09-26,0,1,0,Air,3327.92,12757.17,Delayed,Asia,CN,252839,KR,950857,1304.66,1,2605.08,Partial delivery,API
ZIM,CR-174-C,SHP753385,2023-07-15,2023-07-18,0,0,0,Road,15569.94,15153.15,Delayed,North America,CA,51981,MX,67066,1488.53,3,4171.74,Partial delivery,Email
Maersk,506721,SHP629453,2023-10-26,2023-11-03,0,0,0,Sea,59091.78,13548.8,Returned,Middle East,TR,4239,AE,464741,5113.8,8,4532.75,Documentation missing,Email
Royal Mail,CR-106-A,SHP757276,2025-05-07,2025-05-11,1,0,0,Air,536.69,18806.79,Delivered,Latin America,PE,889029,BR,63054,10589.25,4,3409.88,Left at front desk,Portal
Evergreen Marine,CR-882-B,SHP265729,2024-04-10,2024-04-13,0,0,0,Road,22469 g,2438.05,Returned,Latin America,BR,30105,BR,46363,278.23,3,1125.34,No issues,API
RoyalMail,CR-762-A,SHP942175,2024-04-13,04/15/2024,1,1,0,Sea,72015.27,3463.27,In Transit,North America,MX,47520,US,91796,887.35,2,958.54,Documentation missing,Manual
Royal Mail,CR-681-B,SHP861972,2024-11-14,2024-11-18,0,1,2,Rail,20827.38,1584.23,Returned,Asia,IN,580694,KR,313733,1230.99,4,769.15,Left at front desk,EDI
TNT,CR-103-A,SHP766637,2024-03-04,2024-03-07,1,0,0,Air,1659.74,23452.11,Delivered,Middle East,SA,746959,AE,877242,8376.77,3,8341.96,Customs hold,Manual
FedEx,CR-897-C,SHP686367,2024-10-05,10/07/2024,1,1,0,Road,3523.32,2457.9,Cancelled,North America,MX,89395,US,59023,1861.14,2,1180.33,Partial delivery,Portal
XPO Logistics,303179,SHP269268,2023-05-03,2023-05-07,1,0,0,Sea,86543.03,3355.92,Cancelled,Europe,BE,9253,IT,7134,1255.12,4,1629.33,Partial delivery,Portal
YRC Worldwide,CR-277-A,SHP448324,2024-10-28,2024-11-08,1,1,0,Rail,24536.98,25556.13,Delivered,Asia,SG,191629,TR,5600,9855.43,11,7254.67,No issues,Manual
U.S.P.S,CR-864-B,SHP128819,2024-08-31,2024-09-02,1,0,0,Rail,20909.61,815.94,In Transit,North America,US,84733,US,52756,254.09,2,159.39,Customs hold,Email
ZIM,CR-885-B,SHP894425,2025-06-01,2025-06-10,1,1,0,Sea,92255.55,8525.58,Cancelled,Latin America,CL,314766,PE,684022,4914.11,9,6800.3,Partial delivery,API
COSCO,CR-578-B,SHP983248,2024-04-20,2024-04-25,1,0,0,Sea,40415.29,2266.13,Delayed,Europe,IT,1376,ES,3014,1994.22,5,1208.95,Documentation missing,EDI
Hapag-Lloyd,CR-389-B,SHP894544,2025-01-29,2025-02-08,0,1,0,Rail,20306.61,20166.04,Returned,Latin America,CL,898423,AR,644400,8806.98,10,5365.2,Partial delivery,Email
DB Schenker,939355,SHP743976,2023-07-01,07/03/2023,1,0,0,Rail,8914.81,1391.78,Returned,Middle East,IL,299182,IL,240614,735.38,2,196.67,Customs hold,Manual
COSCO Group,CR-201-C,SHP372735,2024-01-19,2024-01-28,0,0,0,Rail,31327.54,13972.81,In Transit,Latin America,PE,707411,CO,451422,7452.74,9,7004.28,Documentation missing,EDI
SF Express,CR-560-C,SHP539678,2023-08-23,2023-08-27,1,0,0,Air,1388.01 kg,30738.05,In Transit,Africa,KE,419338,CO,662304,8970.42,4,7470.64,Partial delivery,Portal
Royal Mail,CR-126-B,SHP289024,2025-03-05,2025-03-07,0,1,0,Road,12988.74,13026.95,Delayed,North America,CA,33231,US,75774,1524.24,2,3563.62,SLA breach,EDI
FedEx,CR-462-B,SHP123547,2024-12-04,2024-12-15,0,0,0,Rail,17104 g,17352.84,In Transit,Africa,NG,278343,KE,488123,10963.78,11,5626.01,Left at front desk,Portal
YRC Worldwide,CR-333-B,SHP980792,2025-08-28,2025-08-29,0,0,0,Sea,88885.58,541.91,Delayed,Europe,IT,4019,IT,5301,58.24,1,77.65,No issues,Email
COSCO,CR-264-B,SHP152763,2023-03-07,2023-03-12,0,1,0,Rail,11449.75,7671.02,Returned,Middle East,IL,763539,KR,362612,5710.69,5,1961.58,Left at front desk,EDI
Royal Mail,CR-465-C,SHP366421,27-05-2025,2025-05-30,1,0,0,Road,14447.71,7058.06,Returned,Middle East,TR,7528,DE,2810,961.87,3,2501.42,Documentation missing,Email
FedEx,CR-426-B,SHP370439,2025-04-05,2025-04-18,1,1,0,Rail,18578.87,17397.34,Cancelled,North America,CA,18107,ZA,334657,11203.62,13,6244.52,Documentation missing,Manual
DB Cargo,331321,SHP984877,2023-12-20,2023-12-22,No,0,0,Air,4911.93,9104.72,Delivered,Africa,KE,311536,KE,713103,638.17,2,1880.78,SLA breach,Portal
COSCO Group,CR-405-A,SHP532446,2025-04-09,2025-04-18,0,1,0,Road,2932.32,20399.42,Cancelled,North America,US,59275,CN,414067,9788.33,9,5166.44,Customs hold,EDI
Maersk Sealand,CR-733-C,SHP251968,2024-04-30,2024-05-02,1,1,0,Sea,72402.58,915.92,Delayed,Asia,KR,677539,KR,252314,356.7,2,387.39,Left at front desk,Manual
